# P212
# ISBN-13
4[<none>],ID[<none>],NOUN[<none>],0[<none>],root[<none>]

# P3151
# iNaturalist taxon ID
1,i[iNaturalist],PRON[NOUN],4[0],compound[root]
2,Naturalist[taxon],ADJ[NOUN],4[3],amod[compound]
3,taxon[ID],NOUN,4[1],compound[appos]
4[<none>],ID[<none>],NOUN[<none>],0[<none>],root[<none>]

# P3314
# 365Chess.com player ID
1,365[365Chess.com],NUM[X],4[0],nummod[root]
2,Chess.com[player],NOUN,3,compound
3,player[ID],NOUN,4[1],compound[appos]
4[<none>],ID[<none>],NOUN[<none>],0[<none>],root[<none>]

# P3322
# Vlinderstichting-ID
1,Vlinderstichting,X[PROPN],0[3],root[compound]
2,-ID[-],PROPN[PUNCT],1[3],flat[punct]
<none>[3],<none>[ID],<none>[PROPN],<none>[0],<none>[root]

# P3325
# student register of the University of Helsinki ID (1853–1899)
1,student,NOUN,2,compound
2,register,NOUN,0,root
3,of,ADP,5,case
4,the,DET,5,det
5,University,PROPN,2,nmod
6,of,ADP,8[7],case
7,Helsinki,PROPN,8[5],compound[nmod]
8,ID,PROPN[NOUN],5[2],nmod
9,(,PUNCT,10,punct
10,1853[1853–1899],NUM,2[8],nmod:tmod[appos]
11,–1899[)],NUM[PUNCT],10,dep[punct]
12[<none>],)[<none>],PUNCT[<none>],10[<none>],punct[<none>]

# P3375
# GECD Firmen-ID
1,GECD,X[PROPN],0,root
2,Firmen-ID[Firmen],PROPN,1[4],flat[compound]
<none>[3],<none>[-],<none>[PUNCT],<none>[4],<none>[punct]
<none>[4],<none>[ID],<none>[PROPN],<none>[1],<none>[appos]

# P3426
# ArbetSam ID
1,ArbetSam[Arbet],PROPN,2[0],compound[root]
2,ID[Sam],NOUN[PROPN],0[1],root[flat]
<none>[3],<none>[ID],<none>[PROPN],<none>[1],<none>[flat]

# P3444
# eBird taxon ID
1,e[eBird],NOUN[PROPN],4[3],compound
2,Bird[taxon],NOUN,4[3],compound
3,taxon[ID],NOUN,4[0],compound[root]
4[<none>],ID[<none>],NOUN[<none>],0[<none>],root[<none>]

# P3460
# colonel-in-chief
1,colonel,NOUN,3[0],compound[root]
2,-,PUNCT,1,punct
3,in-[in],ADJ[ADP],4[5],amod[case]
4,chief[-],NOUN[PUNCT],0[5],root[punct]
<none>[5],<none>[chief],<none>[NOUN],<none>[1],<none>[nmod]

# P3538
# Fussballdaten.de player ID
1,Fussballdaten[Fussballdaten.de],PROPN[X],0,root
2,.de[player],NUM[NOUN],1[3],dep[compound]
3,player[ID],NOUN,4[1],compound[appos]
4[<none>],ID[<none>],NOUN[<none>],1[<none>],appos[<none>]

# P3561
# Pro-Football-Reference.com player ID
1,Pro-Football[Pro-Football-Reference.com],NOUN[X],3[0],compound[root]
2,-[player],PUNCT[NOUN],1[3],punct[compound]
3,Reference.com[ID],PROPN[NOUN],5[1],compound[appos]
4[<none>],player[<none>],NOUN[<none>],5[<none>],compound[<none>]
5[<none>],ID[<none>],NOUN[<none>],0[<none>],root[<none>]

# P3598
# Hockey-Reference.com player ID
1,Hockey[Hockey-Reference.com],NOUN[X],3[0],compound[root]
2,-[player],PUNCT[NOUN],1[3],punct[compound]
3,Reference.com[ID],PROPN[NOUN],5[1],compound[appos]
4[<none>],player[<none>],NOUN[<none>],5[<none>],compound[<none>]
5[<none>],ID[<none>],NOUN[<none>],0[<none>],root[<none>]

# P3619
# Ski-DB skier ID
1,Ski,PROPN[NOUN],2[3],compound
2,-DB[-],PROPN[PUNCT],4[3],compound[punct]
3,skier[DB],NOUN[PROPN],4[5],compound
4,ID[skier],NOUN,0[5],root[compound]
<none>[5],<none>[ID],<none>[PROPN],<none>[0],<none>[root]

# P3660
# FootballFacts.ru player ID
1,FootballFacts[FootballFacts.ru],VERB[PROPN],4[0],amod[root]
2,.ru[player],NOUN,3,compound
3,player[ID],NOUN,4[1],compound[appos]
4[<none>],ID[<none>],NOUN[<none>],0[<none>],root[<none>]

# P3665
# L'Équipe football player ID
1,L'Équipe[L'],PROPN,4[5],compound
2,football[Équipe],NOUN[PROPN],3[5],compound
3,player[football],NOUN,4,compound
4,ID[player],NOUN,0[5],root[compound]
<none>[5],<none>[ID],<none>[NOUN],<none>[0],<none>[root]

# P3673
# film-documentaire.fr film ID
1,film[film-documentaire.fr],NOUN[X],3[0],compound[root]
2,-[film],PUNCT[NOUN],1[3],punct[compound]
3,documentaire.fr[ID],NOUN,5[1],compound[appos]
4[<none>],film[<none>],NOUN[<none>],5[<none>],compound[<none>]
5[<none>],ID[<none>],NOUN[<none>],0[<none>],root[<none>]

# P3696
# Sports-Reference.com college basketball player ID
1,Sports[Sports-Reference.com],NOUN[X],3[0],compound[root]
2,-[college],PUNCT[NOUN],1[3],punct[compound]
3,Reference.com[basketball],NOUN,7[5],compound
4,college[player],NOUN,7[5],compound
5,basketball[ID],NOUN,6[1],compound[appos]
6[<none>],player[<none>],NOUN[<none>],7[<none>],compound[<none>]
7[<none>],ID[<none>],NOUN[<none>],0[<none>],root[<none>]

# P3697
# Sports-Reference.com college football player ID
1,Sports[Sports-Reference.com],NOUN[X],3[0],compound[root]
2,-[college],PUNCT[NOUN],1[3],punct[compound]
3,Reference.com[football],NOUN,7[5],compound
4,college[player],NOUN,7[5],compound
5,football[ID],NOUN,6[1],compound[appos]
6[<none>],player[<none>],NOUN[<none>],7[<none>],compound[<none>]
7[<none>],ID[<none>],NOUN[<none>],0[<none>],root[<none>]

# P3761
# IPv4 routing prefix
1,IP[IPv4],NOUN,2[3],compound
2,v4[routing],PROPN[NOUN],4[3],compound
3,routing[prefix],NOUN,4[0],compound[root]
4[<none>],prefix[<none>],NOUN[<none>],0[<none>],root[<none>]

# P3765
# All-Athletics.com ID (archived)
1,All[All-Athletics.com],DET[X],3[0],det[root]
2,-[ID],PUNCT[NOUN],1,punct[appos]
3,Athletics.com[(],PROPN[PUNCT],4,compound[punct]
4,ID[archived],NOUN[VERB],0[2],root[appos]
5,([)],PUNCT,6[4],punct
6[<none>],archived[<none>],VERB[<none>],4[<none>],parataxis[<none>]
7[<none>],)[<none>],PUNCT[<none>],6[<none>],punct[<none>]

# P3769
# It's Rugby player ID
1[1-2],It[It's],PRON[_],5[_],nsubj[_]
2[1],'s[It],AUX[PRON],5,cop[nsubj]
3[2],Rugby['s],NOUN[AUX],4[5],compound[cop]
4[3],player[Rugby],NOUN[PROPN],5[4],compound
5[4],ID[player],NOUN,0[5],root[compound]
<none>[5],<none>[ID],<none>[NOUN],<none>[0],<none>[root]

# P3783
# Christie's object ID
1[1-2],Christie[Christie's],PROPN[_],4[_],nmod:poss[_]
2[1],'s[Christie],PART[PROPN],1[4],case[nmod:poss]
3[2],object['s],NOUN[PART],4[1],compound[case]
4[3],ID[object],NOUN,0[4],root[compound]
<none>[4],<none>[ID],<none>[NOUN],<none>[0],<none>[root]

# P3810
# Parks.it ID
1,Parks[Parks.it],NOUN[PROPN],0[2],root[compound]
2,.it[ID],SYM[PROPN],3[0],cc[root]
3[<none>],ID[<none>],NOUN[<none>],1[<none>],conj[<none>]

# P3826
# Welsh Rugby Union men's player ID
1,Welsh,ADJ,3,amod
2,Rugby,PROPN,3,compound
3,Union,PROPN,6[4],compound
4[4-5],men's,NOUN[_],6[_],compound[_]
5[4],player[men],NOUN,6[7],compound[nmod:poss]
6[5],ID['s],NOUN[PART],0[4],root[case]
<none>[6],<none>[player],<none>[NOUN],<none>[7],<none>[compound]
<none>[7],<none>[ID],<none>[NOUN],<none>[0],<none>[root]

# P3848
# Irish Rugby Football Union men's player ID
1,Irish,ADJ,2[4],amod
2,Rugby,PROPN[ADJ],4,compound[amod]
3,Football,PROPN,4,compound
4,Union,PROPN,7[5],compound
5[5-6],men's,NOUN[_],7[_],compound[_]
6[5],player[men],NOUN,7[8],compound[nmod:poss]
7[6],ID['s],NOUN[PART],0[5],root[case]
<none>[7],<none>[player],<none>[NOUN],<none>[8],<none>[compound]
<none>[8],<none>[ID],<none>[NOUN],<none>[0],<none>[root]

# P3877
# HappyCow restaurant ID
1,HappyCow[Happy],NOUN[ADJ],3[2],compound[amod]
2,restaurant[Cow],NOUN[PROPN],3[4],compound
3,ID[restaurant],NOUN,0[4],root[compound]
<none>[4],<none>[ID],<none>[NOUN],<none>[0],<none>[root]

# P3929
# V&A item ID
1,V&A[V&],PROPN[NOUN],3[2],compound
2,item[A],NOUN,3[4],compound
3,ID[item],NOUN,0[4],root[compound]
<none>[4],<none>[ID],<none>[NOUN],<none>[0],<none>[root]

# P3930
# Rallye-info.com driver or co-driver ID
1,Rallye[Rallye-info.com],PROPN[X],3[0],compound[root]
2,-[driver],PUNCT[NOUN],1,punct[compound]
3,info.com[or],PROPN[CCONJ],4[5],compound[cc]
4,driver[co-driver],NOUN,0[5],root[compound]
5,or[ID],CCONJ[NOUN],7[2],cc[conj]
6[<none>],co-driver[<none>],NOUN[<none>],7[<none>],compound[<none>]
7[<none>],ID[<none>],NOUN[<none>],4[<none>],conj[<none>]

# P4124
# Who's Who in France biography ID
1[1-2],Who[Who's],PRON[_],0[_],root[_]
2[1],'s[Who],AUX[PRON],1[0],cop[root]
3[2],Who['s],PRON[AUX],1,nsubj[cop]
4[3],in[Who],ADP[PRON],7[1],case[nsubj]
5[4],France[in],PROPN[ADP],7[5],compound[case]
6[5],biography[France],NOUN[PROPN],7,compound
7[6],ID[biography],NOUN,3[7],nmod[compound]
<none>[7],<none>[ID],<none>[NOUN],<none>[1],<none>[obl]

# P4170
# America's National Parks store ID
1[1-2],America[America's],PROPN[_],6[_],nmod:poss[_]
2[1],'s[America],PART[PROPN],1[6],case[nmod:poss]
3[2],National['s],ADJ[PART],4[1],amod[case]
4[3],Parks[National],PROPN[ADJ],6[4],compound[amod]
5[4],store[Parks],NOUN[PROPN],6[5],compound
6[5],ID[store],NOUN,0[6],root[compound]
<none>[6],<none>[ID],<none>[NOUN],<none>[0],<none>[root]

# P4172
# America's Byways road ID
1[1-2],America[America's],PROPN[_],5[_],nmod:poss[_]
2[1],'s[America],PART[PROPN],1[3],case[nmod:poss]
3[2],Byways['s],PROPN[PART],5[1],compound[case]
4[3],road[Byways],NOUN[PROPN],5,compound
5[4],ID[road],NOUN,0[5],root[compound]
<none>[5],<none>[ID],<none>[NOUN],<none>[0],<none>[root]

# P4186
# Australian Women's Register ID
1,Australian,ADJ,2,amod
2[2-3],Women[Women's],PROPN[_],5[_],nmod:poss[_]
3[2],'s[Women],PART[NOUN],2[5],case[nmod:poss]
4[3],Register['s],NOUN[PART],5[2],compound[case]
5[4],ID[Register],NOUN[PROPN],0[5],root[compound]
<none>[5],<none>[ID],<none>[NOUN],<none>[0],<none>[root]

# P4200
# Christie's creator ID
1[1-2],Christie[Christie's],PROPN[_],4[_],nmod:poss[_]
2[1],'s[Christie],PART[PROPN],1[4],case[nmod:poss]
3[2],creator['s],NOUN[PART],4[1],compound[case]
4[3],ID[creator],NOUN,0[4],root[compound]
<none>[4],<none>[ID],<none>[NOUN],<none>[0],<none>[root]

# P4223
# Treccani's Enciclopedia Italiana ID
1[1-2],Treccani's,PROPN[_],2[_],compound[_]
2[1],Enciclopedia[Treccani],PROPN,4[5],compound[nmod:poss]
3[2],Italiana['s],PROPN[PART],4[1],compound[case]
4[3],ID[Enciclopedia],NOUN[PROPN],0[4],root[compound]
<none>[4],<none>[Italiana],<none>[PROPN],<none>[5],<none>[compound]
<none>[5],<none>[ID],<none>[PROPN],<none>[0],<none>[root]

# P4229
# ICD-10-CM
1,ICD,PROPN,0,root
2,-10-CM[-],NUM[PUNCT],1,list[punct]
<none>[3],<none>[10],<none>[NUM],<none>[5],<none>[nummod]
<none>[4],<none>[-],<none>[PUNCT],<none>[5],<none>[punct]
<none>[5],<none>[CM],<none>[NOUN],<none>[1],<none>[appos]

# P4262
# Footoféminin.fr player ID
1,Footoféminin.fr[Footoféminin],PROPN,2[0],compound[root]
2,player[.],NOUN[PUNCT],3[1],compound[punct]
3,ID[fr],NOUN[PROPN],0[5],root[compound]
<none>[4],<none>[player],<none>[NOUN],<none>[5],<none>[compound]
<none>[5],<none>[ID],<none>[NOUN],<none>[1],<none>[appos]

# P4264
# LinkedIn organization ID
1,Linked[LinkedIn],VERB[PROPN],0[3],root[compound]
2,In[organization],ADP[NOUN],4[3],case[compound]
3,organization[ID],NOUN,4[0],compound[root]
4[<none>],ID[<none>],NOUN[<none>],1[<none>],obl[<none>]

# P4285
# Theses.fr person ID
1,Theses[Theses.fr],NOUN[PROPN],0[3],root[compound]
2,.fr[person],PUNCT[NOUN],4[3],punct[compound]
3,person[ID],NOUN,4[0],compound[root]
4[<none>],ID[<none>],NOUN[<none>],1[<none>],appos[<none>]

# P4336
# Lloyd's Register Ship ID
1[1-2],Lloyd[Lloyd's],PROPN[_],5[_],nmod:poss[_]
2[1],'s[Lloyd],PART[PROPN],1[3],case[nmod:poss]
3[2],Register['s],NOUN[PART],5[1],compound[case]
4[3],Ship[Register],NOUN[PROPN],5[0],compound[root]
5[4],ID[Ship],NOUN[PROPN],0[5],root[compound]
<none>[5],<none>[ID],<none>[PROPN],<none>[3],<none>[appos]

# P4337
# digitised page from Lloyd's Register of Ships from 1930 to 1945
1,digitised,VERB,2,amod
2,page,NOUN,0,root
3,from,ADP,6,case
4[4-5],Lloyd[Lloyd's],PROPN[_],6[_],nmod:poss[_]
5[4],'s[Lloyd],PART[PROPN],4[6],case[nmod:poss]
6[5],Register['s],PROPN[PART],2[4],nmod[case]
7[6],of[Register],ADP[PROPN],8[2],case[nmod]
8[7],Ships[of],PROPN[ADP],6[8],nmod[case]
9[8],from[Ships],ADP[PROPN],10[6],case[nmod]
10[9],1930[from],NUM[ADP],2[10],nmod[case]
11[10],to[1930],ADP[NUM],12[2],case[nmod]
12[11],1945[to],NUM[ADP],10[12],nmod[case]
<none>[12],<none>[1945],<none>[NUM],<none>[10],<none>[nmod]

# P4372
# iPatrimônio ID
1,i[iPatrimônio],PRON[PROPN],3[2],compound
2,Patrimônio[ID],PROPN,3[0],compound[root]
3[<none>],ID[<none>],NOUN[<none>],0[<none>],root[<none>]

# P4377
# Women's Sports Foundation ID
1[1-2],Women[Women's],NOUN[_],5[_],nmod:poss[_]
2[1],'s[Women],PART[NOUN],1[5],case[nmod:poss]
3[2],Sports['s],PROPN[PART],4[1],compound[case]
4[3],Foundation[Sports],PROPN[NOUN],5[4],compound
5[4],ID[Foundation],NOUN,0[5],root[compound]
<none>[5],<none>[ID],<none>[NOUN],<none>[0],<none>[root]

# P4381
# Soccerdonna player ID
1[1-2],Soccerdonna,PROPN[_],2[_],compound[_]
2[1],player[Soccerdon],NOUN[PROPN],3[0],compound[root]
3[2],ID[na],NOUN[ADP],0[4],root[case]
<none>[3],<none>[player],<none>[NOUN],<none>[4],<none>[compound]
<none>[4],<none>[ID],<none>[NOUN],<none>[1],<none>[nmod]

# P4391
# The-Sports.org athlete ID
1,The[The-Sports.org],DET[PROPN],4[0],det[root]
2,-Sports.org[athlete],PROPN[NOUN],4[3],compound
3,athlete[ID],NOUN,4[1],compound[appos]
4[<none>],ID[<none>],NOUN[<none>],0[<none>],root[<none>]

# P4398
# Canada's Sports Hall of Fame athlete ID
1[1-2],Canada[Canada's],PROPN[_],8[_],nmod:poss[_]
2[1],'s[Canada],PART[PROPN],1[8],case[nmod:poss]
3[2],Sports['s],PROPN[PART],4[1],compound[case]
4[3],Hall[Sports],PROPN,8[4],compound
5[4],of[Hall],ADP[PROPN],6[8],case[compound]
6[5],Fame[of],PROPN[ADP],4[6],nmod[case]
7[6],athlete[Fame],NOUN[PROPN],8[4],compound[nmod]
8[7],ID[athlete],NOUN,0[8],root[compound]
<none>[8],<none>[ID],<none>[NOUN],<none>[0],<none>[root]

# P4402
# Women's Collegiate Tennis Hall of Fame ID
1[1-2],Women[Women's],NOUN[_],8[_],nmod:poss[_]
2[1],'s[Women],PART[PROPN],1[5],case[nmod:poss]
3[2],Collegiate['s],ADJ[PART],5[1],amod[case]
4[3],Tennis[Collegiate],PROPN[ADJ],5,compound[amod]
5[4],Hall[Tennis],PROPN,8[5],compound
6[5],of[Hall],ADP[PROPN],7[0],case[root]
7[6],Fame[of],PROPN[ADP],5[7],nmod[case]
8[7],ID[Fame],NOUN[PROPN],0[5],root[nmod]
<none>[8],<none>[ID],<none>[PROPN],<none>[5],<none>[nmod]

# P4408
# sports.ru athlete ID
1,sports[sports.ru],NOUN[PROPN],2[0],compound[root]
2,.ru[athlete],NOUN,4[3],compound
3,athlete[ID],NOUN,4[1],compound[appos]
4[<none>],ID[<none>],NOUN[<none>],0[<none>],root[<none>]

# P4410
# Women's Basketball Hall of Fame ID
1[1-2],Women[Women's],NOUN[_],7[_],nmod:poss[_]
2[1],'s[Women],PART[NOUN],1[7],case[nmod:poss]
3[2],Basketball['s],PROPN[PART],4[1],compound[case]
4[3],Hall[Basketball],PROPN,7[4],compound
5[4],of[Hall],ADP[PROPN],6[7],case[compound]
6[5],Fame[of],PROPN[ADP],4[6],nmod[case]
7[6],ID[Fame],NOUN[PROPN],0[4],root[nmod]
<none>[7],<none>[ID],<none>[PROPN],<none>[0],<none>[root]

# P4558
# SNCZI-IPE dam ID
1,SNCZI,PROPN,4[0],compound[root]
2,-IPE[-],PROPN[PUNCT],4[1],compound[punct]
3,dam[IPE],NOUN[PROPN],4[5],compound
4,ID[dam],NOUN,0[5],root[compound]
<none>[5],<none>[ID],<none>[PROPN],<none>[1],<none>[appos]

# P4568
# SNCZI-IPE reservoir ID
1,SNCZI,PROPN,4[5],compound
2,-IPE[-],PROPN[PUNCT],4[1],compound[punct]
3,reservoir[IPE],NOUN[PROPN],4[5],compound
4,ID[reservoir],NOUN,0[5],root[compound]
<none>[5],<none>[ID],<none>[NOUN],<none>[0],<none>[root]

# P4618
# AUSNUT 2011–13 Food Group ID
1,AUSNUT,PROPN,0,root
2,2011[2011–13],NUM,1,nmod:tmod[nummod]
3,–13[Food],NUM[NOUN],2[4],nummod[compound]
4,Food[Group],NOUN,5,compound
5,Group[ID],NOUN,6[1],compound[appos]
6[<none>],ID[<none>],NOUN[<none>],1[<none>],appos[<none>]

# P4696
# CIQUAL2017 ID
1,CIQUAL2017[CIQUA],NOUN[PROPN],2[3],compound
2,ID[L2017],NOUN,0[3],root[compound]
<none>[3],<none>[ID],<none>[NOUN],<none>[0],<none>[root]

# P4706
# Ent'revues ID
1,Ent[Ent'revues],PROPN,2,compound
2,'revues[ID],NOUN,3[0],compound[root]
3[<none>],ID[<none>],NOUN[<none>],0[<none>],root[<none>]

# P4725
# C-SPAN organization ID
1,C-[C],PROPN,2[3],compound
2,SPAN[-],PROPN[PUNCT],4[3],compound[punct]
3,organization[SPAN],NOUN[PROPN],4[5],compound
4,ID[organization],NOUN,0[5],root[compound]
<none>[5],<none>[ID],<none>[NOUN],<none>[0],<none>[root]

# P4728
# uBio ID
1,uBio[u],PROPN,2[3],compound
2,ID[Bio],NOUN[PROPN],0[3],root[compound]
<none>[3],<none>[ID],<none>[PROPN],<none>[0],<none>[root]

# P4751
# Sports-Reference.com college basketball coach ID
1,Sports[Sports-Reference.com],NOUN[X],3[0],compound[root]
2,-[college],PUNCT[NOUN],1[3],punct[compound]
3,Reference.com[basketball],NOUN,7[5],compound
4,college[coach],NOUN,7[5],compound
5,basketball[ID],NOUN,7[1],compound[appos]
6[<none>],coach[<none>],NOUN[<none>],7[<none>],compound[<none>]
7[<none>],ID[<none>],NOUN[<none>],0[<none>],root[<none>]

# P4789
# Who's Who UK ID
1[1-2],Who[Who's],PRON[_],0[_],root[_]
2[1],'s[Who],AUX[PRON],1[0],cop[root]
3[2],Who['s],PRON[AUX],5[1],compound[cop]
4[3],UK[Who],PROPN[PRON],5[1],compound[nsubj]
5[4],ID[UK],NOUN[PROPN],1[5],nsubj[compound]
<none>[5],<none>[ID],<none>[NOUN],<none>[1],<none>[nsubj]

# P4790
# Basketball-Reference.com international player ID
1,Basketball[Basketball-Reference.com],NOUN[X],3[0],compound[root]
2,-[international],PUNCT[ADJ],1[4],punct[amod]
3,Reference.com[player],NOUN,6[4],compound
4,international[ID],ADJ[NOUN],6[1],amod[appos]
5[<none>],player[<none>],NOUN[<none>],6[<none>],compound[<none>]
6[<none>],ID[<none>],NOUN[<none>],0[<none>],root[<none>]

# P4795
# Basketball-Reference.com referee ID
1,Basketball[Basketball-Reference.com],NOUN[X],3[0],compound[root]
2,-[referee],PUNCT[NOUN],1[3],punct[compound]
3,Reference.com[ID],NOUN,5[1],compound[appos]
4[<none>],referee[<none>],NOUN[<none>],5[<none>],compound[<none>]
5[<none>],ID[<none>],NOUN[<none>],0[<none>],root[<none>]

# P4824
# org-id.guide ID
1,org[org-id.guide],PROPN[NOUN],3[2],compound
2,-id.guide[ID],NOUN,3[0],compound[root]
3[<none>],ID[<none>],NOUN[<none>],0[<none>],root[<none>]

# P4836
# Irish Rugby Football Union women's player ID
1,Irish,ADJ,2[4],amod
2,Rugby,PROPN[ADJ],5[4],compound[amod]
3,Football,PROPN,4,compound
4,Union,PROPN,5,compound
5[5-6],women[women's],NOUN[_],8[_],nmod:poss[_]
6[5],'s[women],PART[NOUN],5[8],case[nmod:poss]
7[6],player['s],NOUN[PART],8[5],compound[case]
8[7],ID[player],NOUN,0[8],root[compound]
<none>[8],<none>[ID],<none>[NOUN],<none>[0],<none>[root]

# P4896
# 3D model
1,3D[3],NOUN[NUM],2,compound[nummod]
2,model[D],NOUN,0[3],root[compound]
<none>[3],<none>[model],<none>[NOUN],<none>[0],<none>[root]

# P4920
# England Rugby men's player ID
1,England,PROPN,5[2],compound
2,Rugby,PROPN,3,compound
3[3-4],men's,NOUN[_],5[_],compound[_]
4[3],player[men],NOUN,5[6],compound[nmod:poss]
5[4],ID['s],NOUN[PART],0[3],root[case]
<none>[5],<none>[player],<none>[NOUN],<none>[6],<none>[compound]
<none>[6],<none>[ID],<none>[NOUN],<none>[0],<none>[root]

# P4922
# Rugby Football Union women's sevens player ID
1,Rugby,PROPN[ADJ],3,compound[amod]
2,Football,PROPN,3,compound
3,Union,PROPN,4,compound
4[4-5],women[women's],NOUN[_],8[_],nmod:poss[_]
5[4],'s[women],PART[NOUN],4[8],case[nmod:poss]
6[5],sevens['s],NOUN[PART],7[4],compound[case]
7[6],player[sevens],NOUN,8,compound
8[7],ID[player],NOUN,0[8],root[compound]
<none>[8],<none>[ID],<none>[NOUN],<none>[0],<none>[root]

# P4923
# Rugby Football Union men's sevens player ID
1,Rugby,PROPN[ADJ],3,compound[amod]
2,Football,PROPN,3,compound
3,Union,PROPN,7[4],compound
4[4-5],men's,NOUN[_],7[_],compound[_]
5[4],sevens[men],NOUN,7[8],compound[nmod:poss]
6[5],player['s],NOUN[PART],7[4],compound[case]
7[6],ID[sevens],NOUN,0[8],root[compound]
<none>[7],<none>[player],<none>[NOUN],<none>[8],<none>[compound]
<none>[8],<none>[ID],<none>[NOUN],<none>[0],<none>[root]

# P4925
# Rugby Football Union women's player ID
1,Rugby,PROPN[ADJ],4[3],compound[amod]
2,Football,PROPN,3,compound
3,Union,PROPN,4,compound
4[4-5],women[women's],NOUN[_],7[_],nmod:poss[_]
5[4],'s[women],PART[NOUN],4[7],case[nmod:poss]
6[5],player['s],NOUN[PART],7[4],compound[case]
7[6],ID[player],NOUN,0[7],root[compound]
<none>[7],<none>[ID],<none>[NOUN],<none>[0],<none>[root]

# P4937
# Japan Rugby Football Union men's player ID
1,Japan,PROPN,2[4],compound
2,Rugby,PROPN[ADJ],7[4],compound[amod]
3,Football,PROPN,4,compound
4,Union,PROPN,7[5],compound
5[5-6],men's,NOUN[_],7[_],compound[_]
6[5],player[men],NOUN,7[8],compound[nmod:poss]
7[6],ID['s],NOUN[PART],0[5],root[case]
<none>[7],<none>[player],<none>[NOUN],<none>[8],<none>[compound]
<none>[8],<none>[ID],<none>[NOUN],<none>[0],<none>[root]

# P4938
# Japan Rugby Football Union women's player ID
1,Japan,PROPN,2[4],compound
2,Rugby,PROPN[ADJ],5[4],compound[amod]
3,Football,PROPN,4,compound
4,Union,PROPN,5,compound
5[5-6],women[women's],NOUN[_],8[_],nmod:poss[_]
6[5],'s[women],PART[NOUN],5[8],case[nmod:poss]
7[6],player['s],NOUN[PART],8[5],compound[case]
8[7],ID[player],NOUN,0[8],root[compound]
<none>[8],<none>[ID],<none>[NOUN],<none>[0],<none>[root]

# P4940
# Japan Rugby Football Union women's sevens player ID
1,Japan,PROPN,2[4],compound
2,Rugby,PROPN[ADJ],5[4],compound[amod]
3,Football,PROPN,4,compound
4,Union,PROPN,5,compound
5[5-6],women[women's],NOUN[_],9[_],nmod:poss[_]
6[5],'s[women],PART[NOUN],5[9],case[nmod:poss]
7[6],sevens['s],NOUN[PART],8[5],compound[case]
8[7],player[sevens],NOUN,9,compound
9[8],ID[player],NOUN,0[9],root[compound]
<none>[9],<none>[ID],<none>[NOUN],<none>[0],<none>[root]

# P4941
# Japan Rugby Football Union men's sevens player ID
1,Japan,PROPN,2[4],compound
2,Rugby,PROPN[ADJ],8[4],compound[amod]
3,Football,PROPN,4,compound
4,Union,PROPN,5,compound
5[5-6],men's,NOUN[_],8[_],compound[_]
6[5],sevens[men],PROPN[NOUN],7[9],compound[nmod:poss]
7[6],player['s],NOUN[PART],8[5],compound[case]
8[7],ID[sevens],NOUN,0[9],root[compound]
<none>[8],<none>[player],<none>[NOUN],<none>[9],<none>[compound]
<none>[9],<none>[ID],<none>[NOUN],<none>[0],<none>[root]

# P4949
# Irish Rugby Football Union men's sevens player ID
1,Irish,ADJ,2[4],amod
2,Rugby,PROPN[ADJ],5[4],compound[amod]
3,Football,PROPN,4,compound
4,Union,PROPN,5,compound
5[5-6],men's,NOUN[_],8[_],compound[_]
6[5],sevens[men],PROPN[NOUN],7[9],compound[nmod:poss]
7[6],player['s],NOUN[PART],8[5],compound[case]
8[7],ID[sevens],NOUN,0[9],root[compound]
<none>[8],<none>[player],<none>[NOUN],<none>[9],<none>[compound]
<none>[9],<none>[ID],<none>[NOUN],<none>[0],<none>[root]

# P4950
# Irish Rugby Football Union women's sevens player ID
1,Irish,ADJ,2[4],amod
2,Rugby,PROPN[ADJ],4,compound[amod]
3,Football,PROPN,4,compound
4,Union,PROPN,5,compound
5[5-6],women[women's],NOUN[_],9[_],nmod:poss[_]
6[5],'s[women],PART[NOUN],5[9],case[nmod:poss]
7[6],sevens['s],NOUN[PART],8[5],compound[case]
8[7],player[sevens],NOUN,9,compound
9[8],ID[player],NOUN,0[9],root[compound]
<none>[9],<none>[ID],<none>[NOUN],<none>[0],<none>[root]

# P4959
# paris.fr lieux ID
1,paris[paris.fr],PROPN,5[0],compound[root]
2,.[lieux],PUNCT[NOUN],1[3],punct[compound]
3,fr[ID],NOUN[PROPN],5[1],compound[appos]
4[<none>],lieux[<none>],PROPN[<none>],5[<none>],compound[<none>]
5[<none>],ID[<none>],NOUN[<none>],0[<none>],root[<none>]

# P4974
# Scottish Rugby Union men's player ID
1,Scottish,ADJ,3,amod
2,Rugby,PROPN[ADJ],3,compound[amod]
3,Union,PROPN,6[4],compound
4[4-5],men's,NOUN[_],6[_],compound[_]
5[4],player[men],NOUN,6[7],compound[nmod:poss]
6[5],ID['s],NOUN[PART],0[4],root[case]
<none>[6],<none>[player],<none>[NOUN],<none>[7],<none>[compound]
<none>[7],<none>[ID],<none>[NOUN],<none>[0],<none>[root]

# P4975
# Scottish Rugby Union men's sevens player ID
1,Scottish,ADJ,3,amod
2,Rugby,PROPN[ADJ],3,compound[amod]
3,Union,PROPN,7[4],compound
4[4-5],men's,NOUN[_],7[_],compound[_]
