,property_id,entity,entity_count,prop_label
1375,P547,"['Q252', 'Q2264', 'Q4593', 'Q9441', 'Q9916', 'Q10244', 'Q11492', 'Q17520', 'Q19809', 'Q21196', 'Q27283', 'Q27631', 'Q28471', 'Q38646', 'Q38964', 'Q39864', 'Q40317', 'Q42236', 'Q47223', 'Q47499', 'Q47502', 'Q51404', 'Q51638', 'Q52075', 'Q52097', 'Q56106', 'Q57598', 'Q80374', 'Q86591', 'Q93490', 'Q106333', 'Q109968', 'Q114718', 'Q121393', 'Q125566', 'Q130881', 'Q131772', 'Q134847', 'Q150139', 'Q151785', 'Q152977', 'Q156591', 'Q157582', 'Q160700', 'Q170903', 'Q173626', 'Q178114', 'Q179736', 'Q186206', 'Q191414', 'Q192784', 'Q193027', 'Q196627', 'Q206206', 'Q207213', 'Q207811', 'Q209663', 'Q210016', 'Q213559', 'Q231690', 'Q233207', 'Q238990', 'Q241666', 'Q245347', 'Q268458', 'Q281465', 'Q285406', 'Q286717', 'Q295859', 'Q309530', 'Q322853', 'Q323420', 'Q326183', 'Q326724', 'Q367523', 'Q371781', 'Q383806', 'Q385141', 'Q386130', 'Q419595', 'Q433102', 'Q455596', 'Q456424', 'Q458206', 'Q463673', 'Q466256', 'Q470763', 'Q473851', 'Q494394', 'Q497023', 'Q501107', 'Q502375', 'Q503856', 'Q506234', 'Q540794', 'Q588892', 'Q603134', 'Q607700', 'Q611285', 'Q616407', 'Q618979', 'Q622365', 'Q660447', 'Q679124', 'Q688214', 'Q688614', 'Q701398', 'Q707503', 'Q714461', 'Q715459', 'Q744159', 'Q747322', 'Q750209', 'Q751738', 'Q755999', 'Q782749', 'Q784374', 'Q794007', 'Q802614', 'Q815520', 'Q855730', 'Q868398', 'Q912988', 'Q922388', 'Q946346', 'Q952721', 'Q1009535', 'Q1054087', 'Q1058840', 'Q1059995', 'Q1072391', 'Q1100798', 'Q1116829', 'Q1131290', 'Q1136137', 'Q1136848', 'Q1140026', 'Q1154888', 'Q1161218', 'Q1166876', 'Q1173731', 'Q1186127', 'Q1188019', 'Q1189170', 'Q1202197', 'Q1206204', 'Q1207208', 'Q1285042', 'Q1300206', 'Q1302655', 'Q1321791', 'Q1333411', 'Q1337778', 'Q1338405', 'Q1342323', 'Q1355833', 'Q1356661', 'Q1359602', 'Q1361489', 'Q1364034', 'Q1392131', 'Q1423005', 'Q1426369', 'Q1432329', 'Q1466190', 'Q1469338', 'Q1547264', 'Q1601986', 'Q1628439', 'Q1647559', 'Q1667767', 'Q1667769', 'Q1713805', 'Q1760491', 'Q1766381', 'Q1781959', 'Q1789568', 'Q1797949', 'Q1882506', 'Q1897717', 'Q1930585', 'Q1944136', 'Q1968642', 'Q2004262', 'Q2007314', 'Q2027162', 'Q2091081', 'Q2097034', 'Q2190144', 'Q2218604', 'Q2265085', 'Q2307024', 'Q2329751', 'Q2351475', 'Q2401839', 'Q2564633', 'Q2571455', 'Q2597018', 'Q2744389', 'Q2745862', 'Q2916311', 'Q2916333', 'Q2917032', 'Q2963441', 'Q3009489', 'Q3026036', 'Q3082990', 'Q3187072', 'Q3205071', 'Q3283514', 'Q3323339', 'Q3330421', 'Q3428556', 'Q3521991', 'Q3538509', 'Q4069073', 'Q4115032', 'Q4115787', 'Q4158109', 'Q4288399', 'Q4288416', 'Q4288433', 'Q4288436', 'Q4343303', 'Q4343335', 'Q4343368', 'Q4353553', 'Q4793187', 'Q4898140', 'Q4989906', 'Q5003624', 'Q5115066', 'Q5294275', 'Q5343341', 'Q5348941', 'Q5433098', 'Q5454099', 'Q5815689', 'Q5815740', 'Q5944215', 'Q6016007', 'Q6016022', 'Q6024620', 'Q6054411', 'Q6054418', 'Q6127500', 'Q6137768', 'Q6312521', 'Q6343385', 'Q6374442', 'Q6457713', 'Q6552803', 'Q6597183', 'Q6899865', 'Q6972703', 'Q7230979', 'Q7339069', 'Q7382479', 'Q7423366', 'Q7462804', 'Q7789244', 'Q7888368', 'Q8057784', 'Q8249787', 'Q9282793', 'Q9396697', 'Q10355006', 'Q10398273', 'Q10516123', 'Q10862448', 'Q10955171', 'Q10985961', 'Q11588512', 'Q12228884', 'Q14830607', 'Q14830608', 'Q14914657', 'Q15272827', 'Q15964944', 'Q16089789', 'Q16364259', 'Q16399835', 'Q16509688', 'Q16684555', 'Q16933211', 'Q17132100', 'Q17275459', 'Q17528573', 'Q17991126', 'Q18066582', 'Q18112126', 'Q18201640', 'Q18391110', 'Q18621241', 'Q20394044', 'Q20822061', 'Q21079381', 'Q22084566', 'Q22245432', 'Q23073306', 'Q23976219', 'Q25028110', 'Q25212959', 'Q25486311', 'Q27973007', 'Q28136568', 'Q28136987', 'Q28208967', 'Q28209165', 'Q28916452', 'Q29639215', 'Q30687698']",312,commemorates
1377,P5475,"['Q837611', 'Q2014925', 'Q3594925', 'Q3594959', 'Q3594967', 'Q3594974', 'Q3594993', 'Q3594998', 'Q3595014', 'Q8062847', 'Q22947590', 'Q32150487', 'Q54552708', 'Q54552723', 'Q54552822', 'Q54553228', 'Q54553284', 'Q54553315', 'Q54872784', 'Q54872914', 'Q54879255', 'Q54879263', 'Q54879672', 'Q54879772', 'Q54881859', 'Q54901484', 'Q54901683', 'Q54918611', 'Q55381147', 'Q55402228', 'Q55414119', 'Q55414392', 'Q55414670', 'Q55634770', 'Q55645395', 'Q55646166', 'Q55646225', 'Q55646361', 'Q55648107', 'Q55648565', 'Q55648899', 'Q55652031', 'Q55664936', 'Q55669978', 'Q55670393', 'Q55726748', 'Q55753032', 'Q55754160', 'Q55759507', 'Q55759571', 'Q55765767', 'Q55846055', 'Q55868498', 'Q56085695', 'Q56224463', 'Q56235694', 'Q56235892', 'Q56235957', 'Q56238690', 'Q56242319', 'Q56243039', 'Q56440655', 'Q56458227', 'Q56598286', 'Q56598491', 'Q63244849', 'Q109741245', 'Q109749583', 'Q109979539', 'Q109979540']",70,CJKV variant character
1378,P5479,"['Q618', 'Q897', 'Q5861', 'Q62246', 'Q76005', 'Q177941', 'Q56055457']",7,ultimate tensile strength
1380,P5480,"['Q716', 'Q897', 'Q1053', 'Q1087', 'Q5283', 'Q11427', 'Q11469', 'Q11472', 'Q39782', 'Q40861', 'Q62246', 'Q143252', 'Q145863', 'Q146123', 'Q146243', 'Q176503', 'Q177342', 'Q177941', 'Q405478', 'Q415484', 'Q900457', 'Q2091584', 'Q2740926', 'Q11680524', 'Q55717807']",25,tensile modulus of elasticity
1382,P5483,"['Q716', 'Q130878', 'Q146243', 'Q165145', 'Q172587', 'Q421667', 'Q461714', 'Q3236003', 'Q55754279']",9,hardness
1383,P550,"['Q62878', 'Q170800', 'Q198780', 'Q2003221', 'Q5084065', 'Q13677316', 'Q23003423', 'Q23909128', 'Q25411080']",9,chivalric order
1385,P5514,"['Q15142', 'Q21578', 'Q45234', 'Q46812', 'Q49133', 'Q49135', 'Q52454', 'Q122945', 'Q148584', 'Q160236', 'Q163560', 'Q169925', 'Q188740', 'Q201469', 'Q210081', 'Q214867', 'Q217717', 'Q238990', 'Q239303', 'Q255559', 'Q283998', 'Q317032', 'Q322964', 'Q325712', 'Q339484', 'Q344262', 'Q350752', 'Q358052', 'Q377579', 'Q420869', 'Q478044', 'Q491712', 'Q510324', 'Q534515', 'Q538275', 'Q559229', 'Q585828', 'Q592116', 'Q610401', 'Q611723', 'Q612530', 'Q632682', 'Q638272', 'Q639791', 'Q657222', 'Q657415', 'Q674427', 'Q680685', 'Q682827', 'Q705899', 'Q731126', 'Q745866', 'Q752669', 'Q809600', 'Q836080', 'Q838330', 'Q865736', 'Q872541', 'Q903403', 'Q913672', 'Q929965', 'Q942875', 'Q965731', 'Q1043967', 'Q1043983', 'Q1052562', 'Q1055100', 'Q1073015', 'Q1117704', 'Q1122595', 'Q1134188', 'Q1134646', 'Q1136137', 'Q1145306', 'Q1145992', 'Q1189960', 'Q1192305', 'Q1201549', 'Q1249027', 'Q1256922', 'Q1282139', 'Q1285902', 'Q1336277', 'Q1336952', 'Q1372546', 'Q1416890', 'Q1432645', 'Q1465805', 'Q1470276', 'Q1494353', 'Q1568434', 'Q1573634', 'Q1579397', 'Q1641836', 'Q1700481', 'Q1738346', 'Q1743116', 'Q1760539', 'Q1784748', 'Q1789816', 'Q1799872', 'Q1816301', 'Q1851516', 'Q1896627', 'Q1952033', 'Q1954765', 'Q1967614', 'Q1968183', 'Q1970945', 'Q1976985', 'Q2030894', 'Q2148186', 'Q2306715', 'Q2603905', 'Q2822400', 'Q2970522', 'Q3003161', 'Q3137182', 'Q3181122', 'Q3329750', 'Q3330679', 'Q3378404', 'Q3783572', 'Q4013975', 'Q4200627', 'Q4250919', 'Q4263077', 'Q4682076', 'Q4744944', 'Q4827110', 'Q4854741', 'Q4946088', 'Q5148924', 'Q5351782', 'Q5360357', 'Q5468976', 'Q5539979', 'Q5546034', 'Q5572991', 'Q5676556', 'Q6127803', 'Q6129019', 'Q6482697', 'Q6759733', 'Q6932911', 'Q7013621', 'Q7059380', 'Q7085085', 'Q7227302', 'Q7227384', 'Q7338538', 'Q7442749', 'Q7458159', 'Q7481592', 'Q7847992', 'Q7864163', 'Q7895457', 'Q7895695', 'Q7988412', 'Q8022149', 'Q8880759', 'Q12241708', 'Q12523298', 'Q12523349', 'Q12523418', 'Q12523421', 'Q12523449', 'Q12523475', 'Q14705495', 'Q14708424', 'Q14917501', 'Q18150876', 'Q19159531', 'Q43398922', 'Q85812295', 'Q116690569']",176,accredited by
1389,P5523,"['Q1899324', 'Q3594930', 'Q3594937', 'Q3594960', 'Q3594965', 'Q3594998', 'Q3595028', 'Q3595029', 'Q12174410', 'Q12174420', 'Q20128404', 'Q22947586', 'Q22947590', 'Q53764738', 'Q54552061', 'Q54552821', 'Q54552822', 'Q54553228', 'Q54553284', 'Q54553304', 'Q54874289', 'Q54874870', 'Q54875038', 'Q54875220', 'Q54901216', 'Q54901683', 'Q54911947', 'Q55408001', 'Q55414014', 'Q55634770', 'Q55759571', 'Q55806688', 'Q55868498', 'Q56224463', 'Q56224550', 'Q56235957', 'Q56236016', 'Q56239223', 'Q56242319', 'Q56253938', 'Q56257329', 'Q56458227', 'Q56458885', 'Q59661907', 'Q63673724', 'Q85410031']",46,fanqie
1393,P553,"['Q2013', 'Q181', 'Q185', 'Q455', 'Q673', 'Q1431', 'Q1744', 'Q7159', 'Q7414', 'Q7439', 'Q7817', 'Q8288', 'Q10313', 'Q11259', 'Q12805', 'Q13677', 'Q22686', 'Q22868', 'Q23138', 'Q23548', 'Q26058', 'Q29108', 'Q32620', 'Q35977', 'Q36215', 'Q39682', 'Q41675', 'Q43449', 'Q45188', 'Q46573', 'Q47670', 'Q47817', 'Q47871', 'Q47899', 'Q48413', 'Q48790', 'Q49108', 'Q57138', 'Q59083', 'Q62299', 'Q62882', 'Q76244', 'Q92764', 'Q93013', 'Q101524', 'Q109871', 'Q130879', 'Q133653', 'Q139890', 'Q142701', 'Q157327', 'Q158813', 'Q159540', 'Q161234', 'Q162586', 'Q165094', 'Q169325', 'Q170530', 'Q171885', 'Q173136', 'Q173496', 'Q177131', 'Q184253', 'Q184827', 'Q186215', 'Q186471', 'Q200015', 'Q205995', 'Q207922', 'Q208507', 'Q210059', 'Q211374', 'Q215215', 'Q215448', 'Q216813', 'Q219533', 'Q222651', 'Q223161', 'Q233017', 'Q233140', 'Q234271', 'Q234423', 'Q235972', 'Q236100', 'Q237875', 'Q238566', 'Q242224', 'Q242227', 'Q253927', 'Q254138', 'Q254371', 'Q260788', 'Q268708', 'Q270935', 'Q274802', 'Q296609', 'Q307368', 'Q307482', 'Q309959', 'Q315069', 'Q317521', 'Q317803', 'Q318693', 'Q324546', 'Q333118', 'Q341511', 'Q349375', 'Q364406', 'Q369174', 'Q370959', 'Q377579', 'Q378678', 'Q390684', 'Q445930', 'Q446262', 'Q461448', 'Q465749', 'Q467863', 'Q473239', 'Q473503', 'Q482477', 'Q483771', 'Q484255', 'Q484427', 'Q485174', 'Q485811', 'Q487157', 'Q492271', 'Q498701', 'Q512027', 'Q518155', 'Q539493', 'Q555749', 'Q557730', 'Q558143', 'Q558334', 'Q572570', 'Q574625', 'Q581039', 'Q584109', 'Q584472', 'Q585329', 'Q609950', 'Q617433', 'Q624023', 'Q633812', 'Q637413', 'Q689093', 'Q698533', 'Q708793', 'Q716367', 'Q719413', 'Q733027', 'Q741801', 'Q743497', 'Q837765', 'Q840192', 'Q849158', 'Q856473', 'Q863171', 'Q894583', 'Q907098', 'Q937697', 'Q970272', 'Q971994', 'Q1055449', 'Q1076041', 'Q1079574', 'Q1142714', 'Q1155502', 'Q1226328', 'Q1234489', 'Q1289901', 'Q1377617', 'Q1377705', 'Q1398367', 'Q1435085', 'Q1445246', 'Q1485198', 'Q1496384', 'Q1623076', 'Q1624547', 'Q1781103', 'Q1989101', 'Q2071976', 'Q2074981', 'Q2305639', 'Q2347079', 'Q2350283', 'Q2380843', 'Q2394275', 'Q2537149', 'Q2622688', 'Q2718421', 'Q2896872', 'Q3014631', 'Q3080414', 'Q3086465', 'Q3105215', 'Q3139396', 'Q3176435', 'Q3176866', 'Q3331076', 'Q3359231', 'Q3567066', 'Q3604202', 'Q3713655', 'Q3817038', 'Q3888799', 'Q3991364', 'Q4050928', 'Q4165856', 'Q4255784', 'Q4289914', 'Q4336746', 'Q4355600', 'Q4357640', 'Q4410812', 'Q4505720', 'Q4738751', 'Q4758516', 'Q4859074', 'Q5044455', 'Q5181420', 'Q5216224', 'Q5235975', 'Q5250207', 'Q5300269', 'Q5335187', 'Q5380740', 'Q5570357', 'Q5973845', 'Q6042909', 'Q6162964', 'Q6446589', 'Q6846719', 'Q7095994', 'Q7363643', 'Q7456427', 'Q7715973', 'Q7843999', 'Q7964286', 'Q7997133', 'Q9286833', 'Q10728972', 'Q11388663', 'Q11413590', 'Q11817487', 'Q12057126', 'Q12240858', 'Q12335117', 'Q12617300', 'Q13423853', 'Q13515725', 'Q13520818', 'Q13560902', 'Q14718442', 'Q14943164', 'Q15279144', 'Q15486959', 'Q15576453', 'Q15621257', 'Q15733094', 'Q15956259', 'Q16003159', 'Q16146870', 'Q16148924', 'Q16194165', 'Q16217637', 'Q16221257', 'Q16221742', 'Q16224052', 'Q16617922', 'Q16623885', 'Q16734485', 'Q16843606', 'Q16943141', 'Q17907843', 'Q18016466', 'Q18136409', 'Q18211057', 'Q18602659', 'Q18637166', 'Q19633672', 'Q19839030', 'Q19840320', 'Q15136093', 'Q19861084', 'Q19896671', 'Q19968720', 'Q20055222', 'Q20089050', 'Q20090301', 'Q20117554', 'Q20401353', 'Q20517888', 'Q21281291', 'Q21996568', 'Q22128111', 'Q22907768', 'Q23308064', 'Q23888024', 'Q23949867', 'Q24207819', 'Q24932268', 'Q24934980', 'Q25633861', 'Q27037115', 'Q27733792', 'Q27733823', 'Q28089296', 'Q28753998', 'Q28964312', 'Q29011582', 'Q30121972', 'Q30602441', 'Q30689115', 'Q31030630', 'Q34234153', 'Q37367864', 'Q39086707', 'Q41671670', 'Q42790984', 'Q45287179', 'Q46404612', 'Q50825725', 'Q50839200', 'Q51808385', 'Q51879808', 'Q54087370', 'Q55956238', 'Q56461359', 'Q59695802', 'Q62568684', 'Q62612055', 'Q64822114', 'Q65115154', 'Q65512586', 'Q66372656', 'Q67087718', 'Q67206298', 'Q72758754', 'Q85952503', 'Q96633736', 'Q97854746', 'Q98380406', 'Q104523075', 'Q105905487', 'Q106543540', 'Q107162754', 'Q107392911', 'Q110652089', 'Q112593758', 'Q114046019', 'Q115937199']",355,website account on
1394,P5537,"['Q8222', 'Q486536', 'Q3138847', 'Q3594922', 'Q3594930', 'Q3594937', 'Q3594960', 'Q3594965', 'Q3594998', 'Q3595028', 'Q3595029', 'Q6139491', 'Q12174410', 'Q12174420', 'Q12174440', 'Q20128404', 'Q22947586', 'Q22947590', 'Q54552061', 'Q54552818', 'Q54552821', 'Q54552822', 'Q54552828', 'Q54552833', 'Q54553218', 'Q54553228', 'Q54553284', 'Q54553304', 'Q54874289', 'Q54874870', 'Q54875038', 'Q54901216', 'Q54901455', 'Q54901683', 'Q55408001', 'Q55634770', 'Q55806688', 'Q55812964', 'Q55812982', 'Q55812990', 'Q56056614', 'Q56224463', 'Q56224550', 'Q56225673', 'Q56235957', 'Q56236016', 'Q56239223', 'Q56242319', 'Q56253938', 'Q56257329', 'Q56417604', 'Q56440655', 'Q56458227', 'Q56458885', 'Q56533074', 'Q56598286', 'Q59661907', 'Q63673724', 'Q65037328', 'Q109741245', 'Q109749583']",61,Hangul of a Chinese character
1395,P556,"['Q153', 'Q716', 'Q871', 'Q897', 'Q925', 'Q942', 'Q1099', 'Q2314', 'Q5283', 'Q5309', 'Q5314', 'Q5319', 'Q6036', 'Q13106', 'Q22693', 'Q23392', 'Q23767', 'Q23775', 'Q25774', 'Q37559', 'Q39782', 'Q43010', 'Q43088', 'Q43513', 'Q48318', 'Q50769', 'Q77200', 'Q79058', 'Q82658', 'Q102151', 'Q103223', 'Q103480', 'Q104614', 'Q104692', 'Q105006', 'Q105368', 'Q105439', 'Q105794', 'Q106532', 'Q107172', 'Q108694', 'Q109746', 'Q111044', 'Q111200', 'Q114538', 'Q114675', 'Q118781', 'Q120481', 'Q120547', 'Q120618', 'Q126204', 'Q127583', 'Q131777', 'Q134583', 'Q134985', 'Q152400', 'Q156526', 'Q159096', 'Q163577', 'Q164411', 'Q165254', 'Q167741', 'Q169313', 'Q170448', 'Q171058', 'Q171917', 'Q178397', 'Q178928', 'Q179911', 'Q180884', 'Q181395', 'Q182264', 'Q184196', 'Q189703', 'Q190729', 'Q191222', 'Q191310', 'Q191939', 'Q192141', 'Q192637', 'Q192669', 'Q193054', 'Q193450', 'Q193502', 'Q193565', 'Q194358', 'Q204980', 'Q204981', 'Q206467', 'Q213131', 'Q215281', 'Q216918', 'Q223197', 'Q239589', 'Q239729', 'Q244994', 'Q247914', 'Q250618', 'Q257703', 'Q259311', 'Q265407', 'Q265414', 'Q272844', 'Q273663', 'Q278106', 'Q278387', 'Q279055', 'Q280913', 'Q296694', 'Q314036', 'Q316671', 'Q318777', 'Q319661', 'Q320603', 'Q320694', 'Q324369', 'Q325345', 'Q331096', 'Q333593', 'Q335249', 'Q338106', 'Q339975', 'Q344688', 'Q355210', 'Q359343', 'Q371474', 'Q375112', 'Q377280', 'Q378379', 'Q380674', 'Q380942', 'Q382703', 'Q382994', 'Q383713', 'Q388053', 'Q398382', 'Q401047', 'Q407221', 'Q407251', 'Q407335', 'Q407345', 'Q407485', 'Q407548', 'Q407709', 'Q407861', 'Q407895', 'Q407931', 'Q408008', 'Q408464', 'Q408516', 'Q408920', 'Q409071', 'Q409087', 'Q409091', 'Q409100', 'Q409139', 'Q409173', 'Q409574', 'Q409611', 'Q409781', 'Q409787', 'Q409793', 'Q409918', 'Q410101', 'Q410193', 'Q410267', 'Q410329', 'Q410336', 'Q410369', 'Q410396', 'Q410447', 'Q410583', 'Q410592', 'Q410609', 'Q410759', 'Q410893', 'Q410972', 'Q410985', 'Q411130', 'Q411137', 'Q411162', 'Q411357', 'Q411430', 'Q411566', 'Q411738', 'Q411817', 'Q411827', 'Q411844', 'Q411853', 'Q411881', 'Q412328', 'Q412354', 'Q412538', 'Q412651', 'Q412673', 'Q412874', 'Q412938', 'Q413128', 'Q413272', 'Q413293', 'Q413357', 'Q413369', 'Q413374', 'Q413386', 'Q413391', 'Q413478', 'Q413498', 'Q413516', 'Q414035', 'Q414065', 'Q414096', 'Q414266', 'Q414613', 'Q414689', 'Q414924', 'Q414999', 'Q415135', 'Q415256', 'Q415818', 'Q415824', 'Q415856', 'Q415889', 'Q416119', 'Q416128', 'Q416203', 'Q416291', 'Q416641', 'Q416894', 'Q416942', 'Q416962', 'Q416983', 'Q417274', 'Q417278', 'Q417292', 'Q417387', 'Q417444', 'Q417473', 'Q417518', 'Q417658', 'Q417987', 'Q418094', 'Q418215', 'Q418429', 'Q418583', 'Q418623', 'Q418689', 'Q418807', 'Q418867', 'Q418873', 'Q418923', 'Q419114', 'Q419137', 'Q419183', 'Q419201', 'Q419238', 'Q419241', 'Q419250', 'Q419299', 'Q419315', 'Q419602', 'Q419666', 'Q419846', 'Q419868', 'Q420130', 'Q420204', 'Q420293', 'Q420316', 'Q420413', 'Q420442', 'Q420505', 'Q420537', 'Q420547', 'Q420620', 'Q420771', 'Q420910', 'Q420924', 'Q420937', 'Q421020', 'Q421078', 'Q421083', 'Q421085', 'Q421106', 'Q421115', 'Q421461', 'Q421465', 'Q421643', 'Q421721', 'Q421801', 'Q421814', 'Q421831', 'Q421841', 'Q421854', 'Q421944', 'Q422011', 'Q422021', 'Q422075', 'Q422096', 'Q422131', 'Q422173', 'Q422179', 'Q422714', 'Q422823', 'Q422903', 'Q422977', 'Q423010', 'Q423014', 'Q423018', 'Q423025', 'Q423034', 'Q423458', 'Q423852', 'Q424066', 'Q424094', 'Q424108', 'Q424245', 'Q424502', 'Q424535', 'Q424562', 'Q424769', 'Q424786', 'Q424915', 'Q425034', 'Q425150', 'Q425180', 'Q425222', 'Q425263', 'Q425316', 'Q425450', 'Q425507', 'Q425572', 'Q425639', 'Q426635', 'Q426723', 'Q427254', 'Q427329', 'Q429768', 'Q429926', 'Q429942', 'Q430007', 'Q430026', 'Q430062', 'Q430093', 'Q526059', 'Q541128', 'Q581856', 'Q604784', 'Q617949', 'Q680224', 'Q682672', 'Q704779', 'Q714830', 'Q745864', 'Q769232', 'Q782498', 'Q786358', 'Q791975', 'Q804525', 'Q809232', 'Q898786', 'Q899841', 'Q947884', 'Q967671', 'Q973557', 'Q1056068', 'Q1057271', 'Q1057300', 'Q1058511', 'Q1058756', 'Q1059107', 'Q1059111', 'Q1063231', 'Q1066979', 'Q1066986', 'Q1067100', 'Q1070576', 'Q1070603', 'Q1070610', 'Q1070618', 'Q1075665', 'Q1075668', 'Q1075693', 'Q1075708', 'Q1091116', 'Q1091707', 'Q1129950', 'Q1146596', 'Q1159281', 'Q1319162', 'Q1765371', 'Q1811308', 'Q1991431', 'Q2040729', 'Q2171654', 'Q2235552', 'Q2248028', 'Q2249583', 'Q2249596', 'Q2250362', 'Q2252346', 'Q2252626', 'Q2252850', 'Q2266431', 'Q2293541', 'Q2294982', 'Q2362697', 'Q2371753', 'Q2377230', 'Q2398230', 'Q2436776', 'Q2451851', 'Q2518702', 'Q2560993', 'Q2582855', 'Q2629082', 'Q2633289', 'Q2634282', 'Q2668239', 'Q2705197', 'Q2738147', 'Q2738158', 'Q2738204', 'Q2738846', 'Q2739171', 'Q3129310', 'Q3271346', 'Q3297608', 'Q3434761', 'Q3604315', 'Q3609614', 'Q3612408', 'Q3618110', 'Q3643889', 'Q3649812', 'Q3655328', 'Q3680946', 'Q3760412', 'Q3787598', 'Q3787806', 'Q3806097', 'Q3807331', 'Q3808473', 'Q3812386', 'Q3812609', 'Q3812699', 'Q3814281', 'Q3816233', 'Q3839062', 'Q3843301', 'Q3902692', 'Q3936046', 'Q3941517', 'Q3949467', 'Q3973238', 'Q3993046', 'Q4003516', 'Q4006642', 'Q4119676', 'Q4119775', 'Q4138103', 'Q4445833', 'Q4454243', 'Q4493197', 'Q4736676', 'Q6762574', 'Q7514916', 'Q7913924', 'Q11183742', 'Q15253360', 'Q16878135', 'Q17310218', 'Q19799637', 'Q19833494', 'Q19833496', 'Q20653385', 'Q21666217', 'Q21813710', 'Q23005385', 'Q55443345', 'Q55667405']",479,crystal system
1397,P5564,"['Q352', 'Q34661', 'Q44331', 'Q63981', 'Q76813', 'Q84165', 'Q152393', 'Q202815']",8,registration district
1400,P5582,"['Q29198', 'Q184310', 'Q210005', 'Q265873', 'Q429324', 'Q696187', 'Q836310', 'Q1116503', 'Q1403016', 'Q2234733', 'Q3588256', 'Q3592935', 'Q4622268', 'Q13454627', 'Q15224558', 'Q17560945', 'Q18145420', 'Q19523169', 'Q19838194', 'Q19863839', 'Q21206469', 'Q23058648', 'Q29842868', 'Q30242458', 'Q54866624', 'Q55392151', 'Q57852068', 'Q60289711', 'Q61829297', 'Q64509602', 'Q66363708', 'Q66717046', 'Q70580730', 'Q71500435', 'Q78455589', 'Q86347874', 'Q97384381', 'Q98293638', 'Q104705419', 'Q105533273', 'Q106305106', 'Q106512243', 'Q106775117', 'Q106949910', 'Q107145411', 'Q107442287', 'Q107514094', 'Q108622320', 'Q108886413', 'Q108891053', 'Q109584101', 'Q109729533', 'Q110413718', 'Q110685226', 'Q111238640', 'Q115537248', 'Q115626700', 'Q115681322', 'Q116142348', 'Q116753653']",60,number of arrests
